cast,cast_id,cast_url,certificate,director,director_id,director_url,genre,gross,metascore,movie_id,movie_name,movie_url,plot,poster,rating,runtime,votes,year
"Adam Sandler,Julia Fox,Idina Menzel,Mesfin Lamengo","nm0001191,nm9681752,nm0579953,nm11243726","https://www.imdb.com/name/nm0001191,https://www.imdb.com/name/nm9681752,https://www.imdb.com/name/nm0579953,https://www.imdb.com/name/nm11243726",R,"Josh Safdie,Benny Safdie","nm1343394,nm1509478","https://www.imdb.com/name/nm1343394,https://www.imdb.com/name/nm1509478","Crime,Drama,Thriller",,90        ,tt5727208,Uncut Gems,https://www.imdb.com/title/tt5727208,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.5,135 min,172560,2019
"Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy","nm0001618,nm0000134,nm5939164,nm0175814","https://www.imdb.com/name/nm0001618,https://www.imdb.com/name/nm0000134,https://www.imdb.com/name/nm5939164,https://www.imdb.com/name/nm0175814",R,Todd Phillips,nm0680846,https://www.imdb.com/name/nm0680846,"Crime,Drama,Thriller",$335.45M,59        ,tt7286456,Joker,https://www.imdb.com/title/tt7286456,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8.5,122 min,800727,2019
"Samara Weaving,Adam Brody,Mark O'Brien,Henry Czerny","nm3034977,nm0111013,nm1975628,nm0001089","https://www.imdb.com/name/nm3034977,https://www.imdb.com/name/nm0111013,https://www.imdb.com/name/nm1975628,https://www.imdb.com/name/nm0001089",R,"Tyler Gillett,Matt Bettinelli-Olpin","nm2419470,nm2366012","https://www.imdb.com/name/nm2419470,https://www.imdb.com/name/nm2366012","Comedy,Horror,Mystery",$26.74M,64        ,tt7798634,Ready or Not,https://www.imdb.com/title/tt7798634,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,95 min,82244,2019
"Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch","nm0000138,nm0000093,nm3053338,nm0386472","https://www.imdb.com/name/nm0000138,https://www.imdb.com/name/nm0000093,https://www.imdb.com/name/nm3053338,https://www.imdb.com/name/nm0386472",R,Quentin Tarantino,nm0000233,https://www.imdb.com/name/nm0000233,"Comedy,Drama",$142.50M,83        ,tt7131622,Once Upon a Time... in Hollywood,https://www.imdb.com/title/tt7131622,A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.7,161 min,473365,2019
"Matthew McConaughey,Charlie Hunnam,Michelle Dockery,Jeremy Strong","nm0000190,nm0402271,nm1890784,nm0834989","https://www.imdb.com/name/nm0000190,https://www.imdb.com/name/nm0402271,https://www.imdb.com/name/nm1890784,https://www.imdb.com/name/nm0834989",R,Guy Ritchie,nm0005363,https://www.imdb.com/name/nm0005363,"Action,Comedy,Crime",,51        ,tt8367814,The Gentlemen,https://www.imdb.com/title/tt8367814,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.9,113 min,142016,2019
"Kang-ho Song,Sun-kyun Lee,Yeo-jeong Jo,Woo-sik Choi","nm0814280,nm1310525,nm1856097,nm6079248","https://www.imdb.com/name/nm0814280,https://www.imdb.com/name/nm1310525,https://www.imdb.com/name/nm1856097,https://www.imdb.com/name/nm6079248",R,Bong Joon Ho,nm0094435,https://www.imdb.com/name/nm0094435,"Comedy,Drama,Thriller",$53.37M,96        ,tt6751668,Parasite,https://www.imdb.com/title/tt6751668,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8.6,132 min,418729,2019
"Dean-Charles Chapman,George MacKay,Daniel Mays,Colin Firth","nm2835616,nm1126657,nm0990547,nm0000147","https://www.imdb.com/name/nm2835616,https://www.imdb.com/name/nm1126657,https://www.imdb.com/name/nm0990547,https://www.imdb.com/name/nm0000147",R,Sam Mendes,nm0005222,https://www.imdb.com/name/nm0005222,"Drama,War",$159.23M,78        ,tt8579674,1917,https://www.imdb.com/title/tt8579674,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8.3,119 min,320582,2019
"Daniel Craig,Chris Evans,Ana de Armas,Jamie Lee Curtis","nm0185819,nm0262635,nm1869101,nm0000130","https://www.imdb.com/name/nm0185819,https://www.imdb.com/name/nm0262635,https://www.imdb.com/name/nm1869101,https://www.imdb.com/name/nm0000130",PG-13,Rian Johnson,nm0426059,https://www.imdb.com/name/nm0426059,"Comedy,Crime,Drama",$165.36M,82        ,tt8946378,Knives Out,https://www.imdb.com/title/tt8946378,"A detective investigates the death of a patriarch of an eccentric, combative family.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.9,130 min,312302,2019
"Taron Egerton,Jamie Bell,Richard Madden,Bryce Dallas Howard","nm5473782,nm0068260,nm0534635,nm0397171","https://www.imdb.com/name/nm5473782,https://www.imdb.com/name/nm0068260,https://www.imdb.com/name/nm0534635,https://www.imdb.com/name/nm0397171",R,Dexter Fletcher,nm0002077,https://www.imdb.com/name/nm0002077,"Biography,Drama,Music",$96.37M,69        ,tt2066051,Rocketman,https://www.imdb.com/title/tt2066051,A musical fantasy about the fantastical human story of,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.3,121 min,115071,2019
"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth","nm0000375,nm0262635,nm0749263,nm1165110","https://www.imdb.com/name/nm0000375,https://www.imdb.com/name/nm0262635,https://www.imdb.com/name/nm0749263,https://www.imdb.com/name/nm1165110",PG-13,"Joe Russo,Anthony Russo","nm0751648,nm0751577","https://www.imdb.com/name/nm0751648,https://www.imdb.com/name/nm0751577","Action,Adventure,Drama",$858.37M,78        ,tt4154796,Avengers: Endgame,https://www.imdb.com/title/tt4154796,After the devastating events of,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8.4,181 min,723893,2019
"Daisy Ridley,John Boyega,Oscar Isaac,Adam Driver","nm5397459,nm3915784,nm1209966,nm3485845","https://www.imdb.com/name/nm5397459,https://www.imdb.com/name/nm3915784,https://www.imdb.com/name/nm1209966,https://www.imdb.com/name/nm3485845",PG-13,J.J. Abrams,nm0009190,https://www.imdb.com/name/nm0009190,"Action,Adventure,Fantasy",$515.20M,53        ,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,https://www.imdb.com/title/tt2527338,"The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.7,142 min,328363,2019
"Riley Keough,Jaeden Martell,Lia McHugh,Richard Armitage","nm2142336,nm5897057,nm7186321,nm0035514","https://www.imdb.com/name/nm2142336,https://www.imdb.com/name/nm5897057,https://www.imdb.com/name/nm7186321,https://www.imdb.com/name/nm0035514",R,"Veronika Franz,Severin Fiala","nm1072411,nm3868633","https://www.imdb.com/name/nm1072411,https://www.imdb.com/name/nm3868633","Drama,Horror,Thriller",,64        ,tt7347846,The Lodge,https://www.imdb.com/title/tt7347846,"A soon-to-be stepmom is snowed in with her fiance's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.1,108 min,16898,2019
"Florence Pugh,Jack Reynor,Vilhelm Blomgren,William Jackson Harper","nm6073955,nm2930503,nm9859585,nm2860379","https://www.imdb.com/name/nm6073955,https://www.imdb.com/name/nm2930503,https://www.imdb.com/name/nm9859585,https://www.imdb.com/name/nm2860379",R,Ari Aster,nm4170048,https://www.imdb.com/name/nm4170048,"Drama,Horror,Mystery",$27.33M,72        ,tt8772262,Midsommar,https://www.imdb.com/title/tt8772262,A couple travels to Sweden to visit a rural hometown's fabled mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.1,148 min,156872,2019
"Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Taika Waititi","nm9877392,nm5057169,nm0424060,nm0169806","https://www.imdb.com/name/nm9877392,https://www.imdb.com/name/nm5057169,https://www.imdb.com/name/nm0424060,https://www.imdb.com/name/nm0169806",PG-13,Taika Waititi,nm0169806,https://www.imdb.com/name/nm0169806,"Comedy,Drama,War",$0.35M,58        ,tt2584384,Jojo Rabbit,https://www.imdb.com/title/tt2584384,A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.9,108 min,220817,2019
"Sierra McCormick,Jake Horowitz,Gail Cronauer,Bruce Davis","nm2811823,nm4270477,nm0188687,nm6295217","https://www.imdb.com/name/nm2811823,https://www.imdb.com/name/nm4270477,https://www.imdb.com/name/nm0188687,https://www.imdb.com/name/nm6295217",PG-13,Andrew Patterson,nm9451696,https://www.imdb.com/name/nm9451696,"Drama,Fantasy,Mystery",,84        ,tt6803046,The Vast of Night,https://www.imdb.com/title/tt6803046,"In the twilight of the 1950s, on one fateful night in New Mexico, young switchboard operator Fay and charismatic radio DJ Everett discover a strange audio frequency that could change their small town and the future forever.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,89 min,3910,2019
"Dwayne Johnson,Jason Statham,Idris Elba,Vanessa Kirby","nm0425005,nm0005458,nm0252961,nm3948952","https://www.imdb.com/name/nm0425005,https://www.imdb.com/name/nm0005458,https://www.imdb.com/name/nm0252961,https://www.imdb.com/name/nm3948952",PG-13,David Leitch,nm0500610,https://www.imdb.com/name/nm0500610,"Action,Adventure",$173.96M,60        ,tt6806448,Fast & Furious Presents: Hobbs & Shaw,https://www.imdb.com/title/tt6806448,"Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.5,137 min,151342,2019
"Ivan Massague,Zorion Eguileor,Antonia San Juan,Emilio Buale","nm1293644,nm1445349,nm0760665,nm0117763","https://www.imdb.com/name/nm1293644,https://www.imdb.com/name/nm1445349,https://www.imdb.com/name/nm0760665,https://www.imdb.com/name/nm0117763",TV-MA,Galder Gaztelu-Urrutia,nm2008067,https://www.imdb.com/name/nm2008067,"Horror,Sci-Fi,Thriller",,73        ,tt8228288,The Platform,https://www.imdb.com/title/tt8228288,A vertical prison with one cell per level. Two people per cell. One only food platform and two minutes per day to feed from up to down. An endless nightmare trapped in The Hole.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7,94 min,127272,2019
"Helen Hunt,Jon Tenney,Judah Lewis,Owen Teague","nm0000166,nm0855103,nm6237346,nm4977122","https://www.imdb.com/name/nm0000166,https://www.imdb.com/name/nm0855103,https://www.imdb.com/name/nm6237346,https://www.imdb.com/name/nm4977122",R,Adam Randall,nm1726691,https://www.imdb.com/name/nm1726691,"Crime,Drama,Horror",,65        ,tt6079516,I See You,https://www.imdb.com/title/tt6079516,Strange occurrences plague a small town detective and his family as he investigates the disappearance of a young boy.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,98 min,12232,2019
"Saoirse Ronan,Emma Watson,Florence Pugh,Eliza Scanlen","nm1519680,nm0914612,nm6073955,nm7340546","https://www.imdb.com/name/nm1519680,https://www.imdb.com/name/nm0914612,https://www.imdb.com/name/nm6073955,https://www.imdb.com/name/nm7340546",PG,Greta Gerwig,nm1950086,https://www.imdb.com/name/nm1950086,"Drama,Romance",$108.10M,91        ,tt3281548,Little Women,https://www.imdb.com/title/tt3281548,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.9,135 min,107148,2019
"Robert Pattinson,Willem Dafoe,Valeriia Karaman,Logan Hawkes","nm1500155,nm0000353,nm10840078,nm11125041","https://www.imdb.com/name/nm1500155,https://www.imdb.com/name/nm0000353,https://www.imdb.com/name/nm10840078,https://www.imdb.com/name/nm11125041",R,Robert Eggers,nm3211470,https://www.imdb.com/name/nm3211470,"Drama,Fantasy,Horror",$0.43M,83        ,tt7984734,The Lighthouse,https://www.imdb.com/title/tt7984734,Two lighthouse keepers try to maintain their sanity whilst living on a remote and mysterious New England island in the 1890s.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.6,109 min,106030,2019
"Angelina Jolie,Elle Fanning,Harris Dickinson,Michelle Pfeiffer","nm0001401,nm1102577,nm6170168,nm0000201","https://www.imdb.com/name/nm0001401,https://www.imdb.com/name/nm1102577,https://www.imdb.com/name/nm6170168,https://www.imdb.com/name/nm0000201",PG,Joachim Ronning,nm1461392,https://www.imdb.com/name/nm1461392,"Adventure,Family,Fantasy",$113.93M,43        ,tt4777008,Maleficent: Mistress of Evil,https://www.imdb.com/title/tt4777008,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies and dark new forces at play.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,119 min,68587,2019
"Dwayne Johnson,Jack Black,Kevin Hart,Karen Gillan","nm0425005,nm0085312,nm0366389,nm2394794","https://www.imdb.com/name/nm0425005,https://www.imdb.com/name/nm0085312,https://www.imdb.com/name/nm0366389,https://www.imdb.com/name/nm2394794",PG-13,Jake Kasdan,nm0440458,https://www.imdb.com/name/nm0440458,"Action,Adventure,Comedy",$316.83M,58        ,tt7975244,Jumanji: The Next Level,https://www.imdb.com/title/tt7975244,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.7,123 min,149215,2019
"Rosa Salazar,Christoph Waltz,Jennifer Connelly,Mahershala Ali","nm4023073,nm0910607,nm0000124,nm0991810","https://www.imdb.com/name/nm4023073,https://www.imdb.com/name/nm0910607,https://www.imdb.com/name/nm0000124,https://www.imdb.com/name/nm0991810",PG-13,Robert Rodriguez,nm0001675,https://www.imdb.com/name/nm0001675,"Action,Adventure,Sci-Fi",$85.71M,53        ,tt0437086,Alita: Battle Angel,https://www.imdb.com/title/tt0437086,"A deactivated cyborg is revived, but cannot remember anything of her past life and goes on a quest to find out who she is.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.3,122 min,209190,2019
"Constance Wu,Jennifer Lopez,Julia Stiles,Mette Towley","nm2090422,nm0000182,nm0005466,nm9724879","https://www.imdb.com/name/nm2090422,https://www.imdb.com/name/nm0000182,https://www.imdb.com/name/nm0005466,https://www.imdb.com/name/nm9724879",R,Lorene Scafaria,nm1032521,https://www.imdb.com/name/nm1032521,"Comedy,Crime,Drama",$80.55M,79        ,tt5503686,Hustlers,https://www.imdb.com/title/tt5503686,"Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.3,110 min,70006,2019
"Hugh Jackman,Ray Romano,Welker White,Allison Janney","nm0413168,nm0005380,nm0925578,nm0005049","https://www.imdb.com/name/nm0413168,https://www.imdb.com/name/nm0005380,https://www.imdb.com/name/nm0925578,https://www.imdb.com/name/nm0005049",TV-MA,Cory Finley,nm8083973,https://www.imdb.com/name/nm8083973,"Biography,Comedy,Crime",,79        ,tt8206668,Bad Education,https://www.imdb.com/title/tt8206668,"The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.1,108 min,16534,2019
"Elisa Lasowski,Anders Heinrichsen,Christian Erickson,Natasha Cashman","nm2489799,nm1627768,nm0259027,nm1122053","https://www.imdb.com/name/nm2489799,https://www.imdb.com/name/nm1627768,https://www.imdb.com/name/nm0259027,https://www.imdb.com/name/nm1122053",,Seth Ickerman,nm11592549,https://www.imdb.com/name/nm11592549,"Adventure,Music,Sci-Fi",,,tt6197070,Blood Machines,https://www.imdb.com/title/tt6197070,An artificial intelligence escapes her spaceship to turn into a female ghost and challenges two blade runners to a galactic chase.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.4,50 min,810,2019
"Matt Damon,Christian Bale,Jon Bernthal,Caitriona Balfe","nm0000354,nm0000288,nm1256532,nm1495520","https://www.imdb.com/name/nm0000354,https://www.imdb.com/name/nm0000288,https://www.imdb.com/name/nm1256532,https://www.imdb.com/name/nm1495520",PG-13,James Mangold,nm0003506,https://www.imdb.com/name/nm0003506,"Action,Biography,Drama",$117.62M,81        ,tt1950186,Ford v Ferrari,https://www.imdb.com/title/tt1950186,American car designer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8.1,152 min,219897,2019
"John-Paul Howard,Piper Curda,Jamison Jones,Azie Tesfai","nm2934406,nm4552582,nm0428309,nm2384954","https://www.imdb.com/name/nm2934406,https://www.imdb.com/name/nm4552582,https://www.imdb.com/name/nm0428309,https://www.imdb.com/name/nm2384954",Not Rated,"Drew T. Pierce,Brett Pierce","nm0682342,nm0682301","https://www.imdb.com/name/nm0682342,https://www.imdb.com/name/nm0682301",Horror,,61        ,tt8305806,The Wretched,https://www.imdb.com/title/tt8305806,"A defiant teenage boy, struggling with his parents' imminent divorce, faces off with a thousand year-old witch, who is living beneath the skin of and posing as the woman next door.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.8,95 min,3155,2019
"Robert De Niro,Al Pacino,Joe Pesci,Harvey Keitel","nm0000134,nm0000199,nm0000582,nm0000172","https://www.imdb.com/name/nm0000134,https://www.imdb.com/name/nm0000199,https://www.imdb.com/name/nm0000582,https://www.imdb.com/name/nm0000172",R,Martin Scorsese,nm0000217,https://www.imdb.com/name/nm0000217,"Biography,Crime,Drama",,94        ,tt1302006,The Irishman,https://www.imdb.com/title/tt1302006,"An old man recalls his time painting houses for his friend,",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.9,209 min,292172,2019
"Ed Skrein,Patrick Wilson,Woody Harrelson,Luke Evans","nm4534098,nm0933940,nm0000437,nm1812656","https://www.imdb.com/name/nm4534098,https://www.imdb.com/name/nm0933940,https://www.imdb.com/name/nm0000437,https://www.imdb.com/name/nm1812656",PG-13,Roland Emmerich,nm0000386,https://www.imdb.com/name/nm0000386,"Action,Adventure,Drama",,47        ,tt6924650,Midway,https://www.imdb.com/title/tt6924650,"The story of the Battle of Midway, told by the leaders and the sailors who fought it.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.7,138 min,47143,2019
"Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Cliff Curtis","nm0000191,nm0272581,nm7738797,nm0193295","https://www.imdb.com/name/nm0000191,https://www.imdb.com/name/nm0272581,https://www.imdb.com/name/nm7738797,https://www.imdb.com/name/nm0193295",R,Mike Flanagan,nm1093039,https://www.imdb.com/name/nm1093039,"Drama,Fantasy,Horror",,59        ,tt5606664,Doctor Sleep,https://www.imdb.com/title/tt5606664,Years following the events of,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.4,152 min,104540,2019
"Donald Glover,Beyonce,Seth Rogen,Chiwetel Ejiofor","nm2255973,nm0461498,nm0736622,nm0252230","https://www.imdb.com/name/nm2255973,https://www.imdb.com/name/nm0461498,https://www.imdb.com/name/nm0736622,https://www.imdb.com/name/nm0252230",PG,Jon Favreau,nm0269463,https://www.imdb.com/name/nm0269463,"Animation,Adventure,Drama",$543.64M,55        ,tt6105098,The Lion King,https://www.imdb.com/title/tt6105098,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.9,118 min,192306,2019
"Charlize Theron,Nicole Kidman,Margot Robbie,John Lithgow","nm0000234,nm0000173,nm3053338,nm0001475","https://www.imdb.com/name/nm0000234,https://www.imdb.com/name/nm0000173,https://www.imdb.com/name/nm3053338,https://www.imdb.com/name/nm0001475",R,Jay Roach,nm0005366,https://www.imdb.com/name/nm0005366,"Biography,Drama",,64        ,tt6394270,Bombshell,https://www.imdb.com/title/tt6394270,A group of women take on Fox News head,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,109 min,60548,2019
"Jessica Chastain,James McAvoy,Bill Hader,Isaiah Mustafa","nm1567113,nm0564215,nm0352778,nm2248149","https://www.imdb.com/name/nm1567113,https://www.imdb.com/name/nm0564215,https://www.imdb.com/name/nm0352778,https://www.imdb.com/name/nm2248149",R,Andy Muschietti,nm0615592,https://www.imdb.com/name/nm0615592,"Drama,Fantasy,Horror",$211.59M,58        ,tt7349950,It Chapter Two,https://www.imdb.com/title/tt7349950,"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,169 min,178848,2019
"Ryan Reynolds,Melanie Laurent,Manuel Garcia-Rulfo,Ben Hardy","nm0005351,nm0491259,nm2636310,nm5228887","https://www.imdb.com/name/nm0005351,https://www.imdb.com/name/nm0491259,https://www.imdb.com/name/nm2636310,https://www.imdb.com/name/nm5228887",R,Michael Bay,nm0000881,https://www.imdb.com/name/nm0000881,"Action,Comedy,Thriller",,41        ,tt8106534,6 Underground,https://www.imdb.com/title/tt8106534,"Meet a new kind of action hero. Six untraceable agents, totally off the grid. They've buried their pasts so they can change the future.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.1,128 min,122421,2019
"Himesh Patel,Lily James,Sophia Di Martino,Ellise Chappell","nm2797744,nm4141252,nm1620545,nm7966281","https://www.imdb.com/name/nm2797744,https://www.imdb.com/name/nm4141252,https://www.imdb.com/name/nm1620545,https://www.imdb.com/name/nm7966281",PG-13,Danny Boyle,nm0000965,https://www.imdb.com/name/nm0000965,"Comedy,Fantasy,Music",$73.29M,55        ,tt8079248,Yesterday,https://www.imdb.com/title/tt8079248,A struggling musician realizes he's the only person on Earth who can remember,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,116 min,97592,2019
"Oakes Fegley,Ansel Elgort,Nicole Kidman,Jeffrey Wright","nm4625502,nm5052065,nm0000173,nm0942482","https://www.imdb.com/name/nm4625502,https://www.imdb.com/name/nm5052065,https://www.imdb.com/name/nm0000173,https://www.imdb.com/name/nm0942482",R,John Crowley,nm1259871,https://www.imdb.com/name/nm1259871,Drama,$5.33M,40        ,tt3864056,The Goldfinch,https://www.imdb.com/title/tt3864056,A boy in New York is taken in by a wealthy Upper East Side family after his mother is killed in a bombing at the Metropolitan Museum of Art.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.2,149 min,11817,2019
"Sasha Luss,Helen Mirren,Luke Evans,Cillian Murphy","nm7712734,nm0000545,nm1812656,nm0614165","https://www.imdb.com/name/nm7712734,https://www.imdb.com/name/nm0000545,https://www.imdb.com/name/nm1812656,https://www.imdb.com/name/nm0614165",R,Luc Besson,nm0000108,https://www.imdb.com/name/nm0000108,"Action,Thriller",$7.74M,40        ,tt7456310,Anna,https://www.imdb.com/title/tt7456310,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,118 min,49900,2019
"Kristen Bell,Idina Menzel,Josh Gad,Jonathan Groff","nm0068338,nm0579953,nm1265802,nm2676147","https://www.imdb.com/name/nm0068338,https://www.imdb.com/name/nm0579953,https://www.imdb.com/name/nm1265802,https://www.imdb.com/name/nm2676147",PG,"Jennifer Lee,Chris Buck","nm1601644,nm0118333","https://www.imdb.com/name/nm1601644,https://www.imdb.com/name/nm0118333","Animation,Adventure,Comedy",$477.37M,64        ,tt4520988,Frozen II,https://www.imdb.com/title/tt4520988,"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.9,103 min,110519,2019
"Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Marisa Tomei","nm4043618,nm0000168,nm0350453,nm0000673","https://www.imdb.com/name/nm4043618,https://www.imdb.com/name/nm0000168,https://www.imdb.com/name/nm0350453,https://www.imdb.com/name/nm0000673",PG-13,Jon Watts,nm1218281,https://www.imdb.com/name/nm1218281,"Action,Adventure,Sci-Fi",$390.53M,69        ,tt6320628,Spider-Man: Far from Home,https://www.imdb.com/title/tt6320628,Following the events of,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.5,129 min,292873,2019
"Aleksey Chadov,Pyotr Fyodorov,Svetlana Ivanova,Lukerya Ilyashenko","nm1128120,nm1215228,nm5380264,nm4762741","https://www.imdb.com/name/nm1128120,https://www.imdb.com/name/nm1215228,https://www.imdb.com/name/nm5380264,https://www.imdb.com/name/nm4762741",,"Nathalia Hencker,Egor Baranov","nm1450100,nm4914661","https://www.imdb.com/name/nm1450100,https://www.imdb.com/name/nm4914661","Action,Sci-Fi,Thriller",,,tt8664988,The Blackout,https://www.imdb.com/title/tt8664988,Life on Earth is rapidly destroyed except for a small area in Eastern Europe.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6,127 min,1698,2019
